id,home_team_api_id,away_team_api_id,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
1811,8586,10260,489204,8586,10260,0,0,30455.0,46403.0,24531.0,38697.0,40006.0,30895.0,34182.0,30818.0,23760.0,31097.0,40755.0,30726.0,38994.0,30620.0,30865.0,24150.0,30802.0,24148.0,34944.0,30893.0,27430.0,38817.0
1812,10252,8559,489205,10252,8559,4,2,30380.0,33863.0,43280.0,24658.0,30357.0,23283.0,38609.0,23782.0,38807.0,23264.0,23354.0,23932.0,26454.0,23783.0,24336.0,23785.0,23934.0,23933.0,23784.0,35532.0,24372.0,34261.0
1813,8549,9825,489206,8549,9825,1,1,22978.0,24162.0,24163.0,38899.0,24167.0,24159.0,33128.0,35544.0,30892.0,42183.0,24753.0,23686.0,26111.0,38835.0,30986.0,31291.0,39297.0,30613.0,23678.0,27277.0,30843.0,30960.0
1814,8456,8668,489207,8456,8668,0,1,31432.0,30509.0,24208.0,24211.0,26436.0,24213.0,39027.0,40198.0,30367.0,25342.0,33974.0,31465.0,30371.0,24004.0,23268.0,33086.0,24006.0,31070.0,24011.0,36012.0,39618.0,30876.0
1815,8462,10261,489208,8462,10261,0,3,36286.0,24630.0,34418.0,24216.0,40987.0,26324.0,24653.0,24373.0,38820.0,30830.0,30348.0,24224.0,25518.0,26209.0,30929.0,37475.0,33852.0,30360.0,40565.0,29581.0,37799.0,30619.0
1816,10194,9879,489209,10194,9879,0,0,23794.0,23369.0,40005.0,23284.0,35467.0,25668.0,35636.0,23253.0,33941.0,23314.0,38755.0,30633.0,37266.0,26777.0,23780.0,24781.0,24020.0,24843.0,30338.0,24737.0,30956.0,31907.0
1817,8528,8655,489210,8528,8655,3,0,34421.0,34987.0,24230.0,25005.0,111865.0,35327.0,25150.0,24528.0,24890.0,127857.0,34466.0,30622.0,37764.0,19020.0,23921.0,24136.0,30842.0,23913.0,38711.0,23916.0,30646.0,23170.0
1818,8455,8654,489211,8455,8654,1,1,30859.0,25925.0,26564.0,30627.0,38834.0,32345.0,30686.0,30699.0,30631.0,30630.0,37804.0,36374.0,30687.0,23818.0,37277.0,26348.0,109898.0,24223.0,37169.0,30966.0,33781.0,34543.0
1819,10260,8528,489212,10260,8528,1,0,30726.0,38994.0,30865.0,43248.0,24150.0,30893.0,30373.0,34944.0,40945.0,27430.0,30829.0,34421.0,34987.0,25005.0,24230.0,111865.0,35327.0,25150.0,97988.0,24890.0,127857.0,34466.0
1820,9825,8650,489213,9825,8650,1,1,23686.0,26111.0,38835.0,30986.0,31291.0,39297.0,30613.0,23678.0,26181.0,30960.0,30843.0,30660.0,37442.0,30617.0,25984.0,47547.0,30889.0,95327.0,37139.0,30618.0,37920.0,24635.0
